Line-number,Type,State,County,Town,FIPS,Server-owner,ArcGIS-url,https,Show-contents,SSL,Open,Comment
830,2,Florida,Okaloosa,,12091,,https://ags.myokaloosa.com/arcgis/rest/services,Y,Y,OK,Y, 
831,2,Florida,Okaloosa,,12091,,http://ags.co.okaloosa.fl.us/arcgis/rest/services,N,Y,,Y,
832,2,Florida,Orange,,12095,,https://ocgis4.ocfl.net/arcgis/rest/services,Y,Y,OK,Y,
833,2,Florida,Osceola,,12097,,https://ira.property-appraiser.org/arcgis/rest/services,Y,Y,OK,Y,
834,2,Florida,Palm Beach,,12099,,https://maps.co.palm-beach.fl.us/arcgis/rest/services,Y,Y,OK,Y, 
835,2,Florida,Palm Beach,,12099,,https://gis-apps.lake.k12.fl.us/server/rest/services,Y,Y,OK,Y,
836,2,Florida,Pasco,,12101,,https://pascogis.pascocountyfl.net/gisweb/rest/services,Y,Y,OK,Y,
837,2,Florida,Pinellas,,12103,,https://egis.pinellas.gov/gis/rest/services,Y,Y,OK,Y, 
838,2,Florida,Pinellas,,12103,,https://services.arcgis.com/f5HgUpxURgEzTccH/arcgis/rest/services,Y,Y,OK,Y,
839,2,Florida,Polk,,12105,,https://gis.polk-county.net/image/rest/services,Y,Y,OK,Y,
840,2,Florida,Putnam,,12107,,https://gis.putnam-fl.com/arcserver/rest/services,Y,Y,OK,Y, 
841,2,Florida,Putnam,,12107,,https://services1.arcgis.com/YZc1OyqL6jbIOeOv/arcgis/rest/services,Y,Y,OK,Y,
842,2,Florida,St. Johns,,12109,,https://www.gis.sjcfl.us/portal_sjcgis/rest/services,Y,Y,OK,Y,
843,2,Florida,St. Lucie,,12111,,https://gis.stlucieco.gov/arcgisweb/rest/services,Y,Y,OK,Y, 
844,2,Florida,St. Lucie,,12111,,https://www.paslc.org/arcgis/rest/services,Y,Y,OK,Y,
845,2,Florida,Santa Rosa,,12113,,https://gis.santarosa.fl.gov/arcgis/rest/services,Y,Y,OK,Y, 
846,2,Florida,Santa Rosa,,12113,,https://arcgis5.roktech.net/arcgis/rest/services/santarosa,Y,Y,OK,Y,
847,2,Florida,Sarasota,,12115,,https://services3.arcgis.com/icrWMv7eBkctFu1f/arcgis/rest/services,Y,Y,OK,Y,
848,2,Florida,Seminole,,12117,,https://services3.arcgis.com/n4VF6lyYfB5kizho/arcgis/rest/services,Y,Y,OK,Y, 
849,2,Florida,Seminole,,12117,,https://arcgis5.roktech.net/arcgis/rest/services/SeminoleFL,Y,Y,OK,Y,
850,2,Florida,Sumter,,12119,,https://gis.sumtercountyfl.gov/sumtergis/rest/services,Y,Y,OK,Y,
851,2,Florida,Volusia,,12127,,https://maps1.vcgov.org/arcgis/rest/services,Y,Y,OK,Y, 
852,2,Florida,Volusia,,12127,,https://maps2.vcgov.org/arcgis/rest/services,Y,Y,OK,Y,
853,2,Florida,Wakulla,,12129,,https://services9.arcgis.com/vAltLjtfYIJc7pDt/arcgis/rest/services,Y,Y,OK,Y, 
854,2,Florida,Wakulla,,12129,,https://services8.arcgis.com/N3lCn6dEKCL6LidU/arcgis/rest/services,Y,Y,OK,Y,See beginning with Wakulla 
855,2,Florida,Walton,,12131,,https://services1.arcgis.com/TaXHPwWfIMuzJ7Ov/ArcGIS/rest/services,Y,Y,OK,Y,
856,2,Florida,Washington,,12133,,https://services2.arcgis.com/xDFo56nFuq1SBnBw/ArcGIS/rest/services/WashingtonParcelsAGOL/FeatureServer,Y,Y,OK,Y,
857,2,Florida,,Alford,,,https://services8.arcgis.com/N3lCn6dEKCL6LidU/ArcGIS/rest/services/Alford_FLUM/FeatureServer,Y,Y,OK,Y,
858,2,Florida,,Altha,,,https://services8.arcgis.com/N3lCn6dEKCL6LidU/ArcGIS/rest/services/Altha_FLUM/FeatureServer,Y,Y,OK,Y,
859,2,Florida,,Apalachicola,,,https://services8.arcgis.com/N3lCn6dEKCL6LidU/ArcGIS/rest/services/Apalachicola_FLUM/FeatureServer,Y,Y,OK,Y,
860,2,Florida,,Boca-Raton,,,https://bocagis.ci.boca-raton.fl.us/arcgis/rest/services,Y,Y,OK,Y,
861,2,Florida,,Blountstown,,,https://services8.arcgis.com/N3lCn6dEKCL6LidU/ArcGIS/rest/services/Blountstown_FLUM/FeatureServer,Y,Y,OK,Y,
862,2,Florida,,Bristol,,,https://services8.arcgis.com/N3lCn6dEKCL6LidU/ArcGIS/rest/services/Bristol_FLUM/FeatureServer,Y,Y,OK,Y,
863,2,Florida,,Campbellton,,,https://services8.arcgis.com/N3lCn6dEKCL6LidU/ArcGIS/rest/services/Campbellton_FLUM_WFL1/FeatureServer,Y,Y,OK,Y,
864,2,Florida,,Cape Coral,,,https://capeims.capecoral.gov/arcgis/rest/services,Y,Y,OK,Y,
865,2,Florida,,Carrabelle,,,https://services8.arcgis.com/N3lCn6dEKCL6LidU/ArcGIS/rest/services/Carrabelle_FLUM/FeatureServer,Y,Y,OK,Y,
866,2,Florida,,Coral Springs,,,https://services1.arcgis.com/mXWZ2wsX9klsJAJY/arcgis/rest/services,Y,Y,OK,Y,
867,2,Florida,,Cottondale,,,https://services8.arcgis.com/N3lCn6dEKCL6LidU/ArcGIS/rest/services/Cottondale_FLUM_WFL1/FeatureServer,Y,Y,OK,Y,
868,2,Florida,,Cutler Bay,,,https://tcbgis.cutlerbay-fl.gov/arcgisdmz/rest/services,Y,Y,OK,Y,
869,2,Florida,,Dayton Beach,,,https://arcgis4.roktech.net/arcgis/rest/services/DaytonaBeach,Y,Y,OK,Y, 
870,2,Florida,,Dayton Beach,,,https://arcgis5.roktech.net/arcgis/rest/services/DaytonaBeach,Y,Y,OK,Y,
871,2,Florida,,Deland,,,https://services.deland.org/arcgis/rest/services,Y,Y,OK,Y,
872,2,Florida,,Deltona,,,https://arcgis4.roktech.net/arcgis/rest/services/deltona,Y,Y,OK,Y, 
873,2,Florida,,Deltona,,,https://arcgis5.roktech.net/arcgis/rest/services/deltona/City_of_Deltona/MapServer,Y,Y,OK,Y,
874,2,Florida,,Foret Lauderdale,,,https://gis.fortlauderdale.gov/arcgis/rest/services,Y,Y,OK,Y,
875,2,Florida,,Fort Myers,,,https://cfmgis.cityftmyers.com/arcgis/rest/services,Y,N,OK,Y,
876,2,Florida,,Fort Walton Beach,,,https://gis.fwb.org/arcgis/rest/services,Y,Y,OK,Y,
877,2,Florida,,Gainesville,,,https://services1.arcgis.com/MiBZ4u97DWldovjI/arcgis/rest/services,Y,Y,OK,Y,
878,2,Florida,,Graceville,,,https://services8.arcgis.com/N3lCn6dEKCL6LidU/ArcGIS/rest/services/Graceville_FLUM_WFL1/FeatureServer,Y,Y,OK,Y,
879,2,Florida,,Grand Ridge,,,https://services8.arcgis.com/N3lCn6dEKCL6LidU/ArcGIS/rest/services/Grand_Ridge_FLUM_WFL1/FeatureServer,Y,Y,OK,Y,
880,2,Florida,,Greensboro,,,https://services8.arcgis.com/N3lCn6dEKCL6LidU/ArcGIS/rest/services/Greensboro_FLUM_WFL1/FeatureServer,Y,Y,OK,Y,
881,2,Florida,,Greenwood,,,https://services8.arcgis.com/N3lCn6dEKCL6LidU/ArcGIS/rest/services/Greenwood_FLUM_WFL1/FeatureServer,Y,Y,OK,Y,
882,2,Florida,,Gretna,,,https://services8.arcgis.com/N3lCn6dEKCL6LidU/ArcGIS/rest/services/Gretna_FLUM/FeatureServer,Y,Y,OK,Y,
883,2,Florida,,Havana,,,https://services8.arcgis.com/N3lCn6dEKCL6LidU/ArcGIS/rest/services/Havana_FLUM/FeatureServer,Y,Y,OK,Y,
884,2,Florida,,Hollywood,,,https://maps.hollywoodfl.org/arcgis/rest/services,Y,Y,OK,Y,
885,2,Florida,,Jacksonville,,,https://maps.coj.net/coj/rest/services,Y,Y,OK,Y,
886,2,Florida,,Jacob City,,,https://services8.arcgis.com/N3lCn6dEKCL6LidU/ArcGIS/rest/services/Jacob_City_FLUM/FeatureServer,Y,Y,OK,Y,
887,2,Florida,,Jupiter,,,https://gisweb.jupiter.fl.us/arcgis/rest/services,Y,Y,OK,Y,
888,2,Florida,,Kissimmee,,,https://cw.kissimmee.org/arcgis/rest/services,Y,Y,X,Y,
889,2,Florida,,Lakeland,,,https://gismims.lakelandgov.net/portal/rest/services,Y,Y,OK,Y,
890,2,Florida,,Largo,,,https://etrakit.largo.com/gis/rest/services,Y,Y,OK,Y,
891,2,Florida,,Leesburg,,,https://map.leesburgflorida.gov/arcgis/rest/services,Y,Y,OK,Y,
892,2,Florida,,Malone,,,https://services8.arcgis.com/N3lCn6dEKCL6LidU/ArcGIS/rest/services/Malone_FLUM_WFL1/FeatureServer,Y,Y,OK,Y,
893,2,Florida,,Marianna,,,https://services8.arcgis.com/N3lCn6dEKCL6LidU/ArcGIS/rest/services/Marianna_FLUM_WFL1/FeatureServer,Y,Y,OK,Y,
894,2,Florida,,Miami,,,https://gis.miamigov.com/gis/rest/services,Y,Y,OK,Y,
895,2,Florida,,Midway,,,https://services8.arcgis.com/N3lCn6dEKCL6LidU/ArcGIS/rest/services/Midway_FLUM_WFL1/FeatureServer,Y,Y,OK,Y,
896,2,Florida,,Monticello,,,https://services8.arcgis.com/N3lCn6dEKCL6LidU/ArcGIS/rest/services/Monticello_FLUM_WFL1/FeatureServer,Y,Y,OK,Y,
897,2,Florida,,Naples,,,https://g.naplesgov.com/arcgis/rest/services,Y,Y,OK,Y,
898,2,Florida,,North Bay,,,https://arcgis4.roktech.net/arcgis/rest/services/northbayvillage,Y,Y,OK,Y, 
899,2,Florida,,North Bay,,,https://arcgis5.roktech.net/arcgis/rest/services/northbayvillage,Y,Y,OK,Y,
900,2,Florida,,Ocala,,,https://gis.ocalafl.org/arcgis/rest/services/OneMap,Y,Y,OK,Y,
901,2,Florida,,Orlando,,,https://gis.orlando.gov/server/rest/services,Y,N,OK,Y,
902,2,Florida,,Palm Bay,,,https://gis.palmbayflorida.org/arcgis/rest/services,Y,Y,OK,Y,
903,2,Florida,,Palm Coast,,,https://maps.palmcoastgov.com/arcgis/rest/services,Y,Y,OK,Y,
904,2,Florida,,Pensacola,,,https://arcgis4.roktech.net/arcgis/rest/services/Pensacola,Y,Y,OK,Y, 
905,2,Florida,,Pensacola,,,https://arcgis5.roktech.net/arcgis/rest/services/Pensacola,Y,Y,OK,Y,
906,2,Florida,,Plantation,,,https://pgis.plantation.org/arcgis/rest/services,Y,Y,OK,Y,
907,2,Florida,,Port Orange,,,https://services1.arcgis.com/EHJIZRZ77WzgIElO/arcgis/rest/services,Y,Y,OK,Y,
908,2,Florida,,Port St Joe,,,https://services8.arcgis.com/N3lCn6dEKCL6LidU/ArcGIS/rest/services/Port_St_Joe_FLUM/FeatureServer,Y,Y,OK,Y,
909,2,Florida,,Quincy,,,https://services8.arcgis.com/N3lCn6dEKCL6LidU/ArcGIS/rest/services/Quincy_FLUM/FeatureServer,Y,Y,OK,Y,
910,2,Florida,,St. Petersburg,,,https://egis.stpete.org/arcgis/rest/services,Y,Y,OK,Y,
911,2,Florida,,Sarasota,,,https://services3.arcgis.com/icrWMv7eBkctFu1f/arcgis/rest/services,Y,Y,OK,Y,
912,2,Florida,,Sarasota,,,https://services3.arcgis.com/icrWMv7eBkctFu1f/arcgis/rest/services,Y,Y,OK,Y,
913,2,Florida,,Seminole,,,https://services3.arcgis.com/n4VF6lyYfB5kizho/arcgis/rest/services,Y,Y,OK,Y, 
914,2,Florida,,Seminole,,,https://arcgis4.roktech.net/arcgis/rest/services/SeminoleFL,Y,Y,OK,Y, 
915,2,Florida,,Seminole,,,https://arcgis5.roktech.net/arcgis/rest/services/SeminoleFL,Y,Y,OK,Y,
916,2,Florida,,Sopchoppy,,,https://services8.arcgis.com/N3lCn6dEKCL6LidU/ArcGIS/rest/services/Sopchoppy_FLUM_WFL1/FeatureServer,Y,Y,OK,Y,
917,2,Florida,,St Marks,,,https://services8.arcgis.com/N3lCn6dEKCL6LidU/ArcGIS/rest/services/St_Marks_FLUM_WFL1/FeatureServer,Y,Y,OK,Y,
918,2,Florida,,Sunny Isles Beach,,,https://arcgis5.roktech.net/arcgis/rest/services/SunnyIsles,Y,Y,OK,Y,
919,2,Florida,,Tampa,,,https://arcgis.tampagov.net/arcgis/rest/services,Y,Y,OK,Y, 
920,2,Florida,,Tampa,,,https://gis.tpcmaps.org/arcgis/rest/services,Y,Y,OK,Y,
921,2,Florida,,Wellington,,,https://gis01.wellingtonfl.gov/imagery/rest/services,Y,Y,OK,Y,
922,2,Florida,,West Palm Beach,,,https://wpbgisportal.wpb.org/server/rest/services,Y,Y,OK,Y,
923,2,Florida,,Wewahitchka,,,https://services8.arcgis.com/N3lCn6dEKCL6LidU/ArcGIS/rest/services/Wewahitchka_FLUM/FeatureServer,Y,Y,OK,Y,
924,2,Georgia,,,13,Georgia Department of Transportation,https://egis.dot.ga.gov/arcgis/rest/services,Y,Y,OK,Y, 8-2-2023 No tiled data 
925,2,Georgia,,,13,Georgia Department of Transportation,https://egisp.dot.ga.gov/arcgis/rest/services,Y,Y,OK,Y, 8-2-2023 No tiled data 
926,2,Georgia,,,13,Georgia Emergency Management Agency,https://services1.arcgis.com/2iUE8l8JKrP2tygQ/arcgis/rest/services,Y,Y,OK,Y,
927,2,Georgia,,,13,Georgia various layers,https://services2.arcgis.com/Gqyymy5JISeLzyNM/arcgis/rest/services,Y,Y,OK,Y,
928,2,Georgia,,,13,University of Georgia - Institute of Government,https://maps.itos.uga.edu/arcgis/rest/services,Y,Y,OK,Y, 8-2-2023 Has tiled data. Do a Google search. site:server_address "wmts" 
929,2,Georgia,,,13,University of Georgia - Coastal Hazards,https://gchp.skio.uga.edu/arcgis/rest/services,Y,Y,OK,Y, 8-1-2023 Has tiled data. Do a Google search. site:server_address "wmts" 
930,2,Georgia,,,13,Georgia Tech,https://geospat.gatech.edu/arcgis/rest/services,Y,Y,OK,Y, 8-1-2023 Has tiled data. Do a Google search. site:server_address "wmts" 
931,2,Georgia,,,,Georgia Coastal Regional Commission,https://maps.crc.ga.gov/crcarcgis/rest/services,Y,Y,OK,Y, 8-1-2023 No tiled data 
932,2,Georgia,,,,Atlanta Regional Commission,https://arcgis.atlantaregional.com/arcgis/rest/services,Y,Y,OK,Y, 8-1-2023 No tiled data 
933,2,Georgia,,,,Southern Georgia Regional Commission,https://www.sgrcmaps.com/arcgis/rest/services,Y,Y,OK,Y, 8-1-2023 No tiled data 
934,2,Georgia,,,,Middle Georgia Regional Commission,https://www.mgrcmaps.org/arcgis/rest/services,Y,Y,OK,Y, 8-1-2023 No tiled data 
935,2,Georgia,,,,Middle Georgia Regional Commission,https://mgrcmaps.org/arcgis/rest/services,Y,Y,OK,Y, 8-1-2023 No tiled data 
936,2,Georgia,Atkinson,,13003,,https://www.sgrcmaps.com/alma/rest/services/Atkinson,Y,Y,OK,Y,
937,2,Georgia,Baldwin,,13009,,https://services7.arcgis.com/Da8HZMsU25Hzzob3/arcgis/rest/services,Y,Y,OK,Y,
938,2,Georgia,Barrow,,13013,,https://services5.arcgis.com/OVFGXfRTCVcPwl55/arcgis/rest/services,Y,Y,OK,Y,
939,2,Georgia,Bartow,,13015,,https://services.arcgis.com/0tQ9yX5b2VG5RHei/arcgis/rest/services,Y,Y,OK,Y,
940,2,Georgia,Ben Hill,,13017,,https://www.sgrcmaps.com/alma/rest/services/BenHill,Y,Y,OK,Y,
941,2,Georgia,Berrien,,13019,,https://www.sgrcmaps.com/alma/rest/services/Berrien,Y,Y,OK,Y,
942,2,Georgia,Bibb,,13021,,http://bibbgis.co.bibb.ga.us/warcgis/rest/services,Y,Y,OK,Y,
943,2,Georgia,Brooks,,13027,,https://www.sgrcmaps.com/alma/rest/services/Brooks,Y,Y,OK,Y,
944,2,Georgia,Bryan,,13029,,https://bryangis.bryan-county.org/arcgis/rest/services,Y,Y,OK,Y,
945,2,Georgia,Butts,,13035,,https://wfs.schneidercorp.com/arcgis/rest/services/ButtsCountyGA_WFS/MapServer,Y,Y,OK,Y,
946,2,Georgia,Calhoun,,13037,,https://gis.calhouncounty.org/arcgis5/rest/services,Y,Y,OK,Y,
947,2,Georgia,Camden,,13039,,https://maps.crc.ga.gov/crcarcgis/rest/services/Camden,Y,Y,OK,Y, 
948,2,Georgia,Camden,,13039,,https://maps.crc.ga.gov/crcarcgis/rest/services/CamdenCD,Y,Y,OK,Y, 
949,2,Georgia,Camden,,13039,,https://maps.crc.ga.gov/crcarcgis/rest/services/CamdenCountyVoting,Y,Y,OK,Y, 
950,2,Georgia,Camden,,13039,,https://maps.crc.ga.gov/crcarcgis/rest/services/CamdenSchools,Y,Y,OK,Y, 
951,2,Georgia,Camden,,13039,,https://maps.crc.ga.gov/crcarcgis/rest/services/Geodata_Camden,Y,Y,OK,Y,
952,2,Georgia,Chatham,,13051,,https://pub.sagis.org/arcgis/rest/services/ChathamCounty,Y,Y,OK,Y, 
953,2,Georgia,Chatham,,13051,,https://pub.sagis.org/arcgis/rest/services/CCSheriff,Y,Y,OK,Y, 
954,2,Georgia,Chatham,,13051,,https://maps.crc.ga.gov/crcarcgis/rest/services/Chatham,Y,Y,OK,Y,
955,2,Georgia,Cherokee,,13057,,https://gis.cherokeega.com/arcgis/rest/services,Y,Y,OK,Y,
956,2,Georgia,Clarke,,13059,,https://enigma.accgov.com/server/rest/services,Y,Y,OK,Y,
957,2,Georgia,Clayton,,13063,,https://services5.arcgis.com/m528W8U8YDYeMPrQ/arcgis/rest/services,Y,Y,OK,Y,
958,2,Georgia,Cobb,,13067,,https://services.arcgis.com/HYLRafMc4Ux6DA8c/arcgis/rest/services,Y,Y,OK,Y,
959,2,Georgia,Coffee,,13069,,https://www.sgrcmaps.com/alma/rest/services/Coffee,Y,Y,OK,Y,
960,2,Georgia,Columbia,,13073,,https://mapsonline.columbiacountyga.gov/arcgis/rest/services,Y,Y,X,Y,
961,2,Georgia,Cook,,13075,,https://www.sgrcmaps.com/arcgis/rest/services/Cook,Y,Y,OK,Y,
962,2,Georgia,Coweta,,13077,,https://cccjcgiswa.coweta.ga.us/arcgis/rest/services,Y,Y,OK,Y,
963,2,Georgia,Dawson,,13085,,https://services7.arcgis.com/Ptz860OPLeIY55cX/arcgis/rest/services,Y,Y,OK,Y,
964,2,Georgia,DeKalb,,13089,,https://gis.dekalbcountyga.gov/arcgis/rest/services,Y,Y,OK,Y, 
965,2,Georgia,DeKalb,,13089,,http://gis.dekalb.k12.ga.us/arcgis_webadapter/rest/services,N,Y,,Y,
966,2,Georgia,Douglas,,13097,,https://gis.dcga.us/arcgis/rest/services,Y,Y,X,Y,
967,2,Georgia,Echols,,13101,,https://www.sgrcmaps.com/arcgis/rest/services/Echols,Y,Y,OK,Y,
968,2,Georgia,Effingham,,13103,,https://maps.crc.ga.gov/crcarcgis/rest/services/Effingham,Y,Y,OK,Y,
969,2,Georgia,Forsyth,,13117,,https://geo.forsythco.com/gis/rest/services,Y,Y,OK,Y,
970,2,Georgia,Fulton,,13121,,https://services5.arcgis.com/buITjRsK0rZsAXbQ/arcgis/rest/services,Y,Y,OK,Y,
971,2,Georgia,Glynn,,13127,,https://maps.crc.ga.gov/crcarcgis/rest/services/Glynn,Y,Y,OK,Y,
972,2,Georgia,Gwinnett,,13135,,https://gis3.gwinnettcounty.com/mapvis/rest/services,Y,Y,OK,Y,
973,2,Georgia,Habersham,,13137,,https://arcgis4.roktech.net/arcgis/rest/services/habersham,Y,Y,OK,Y, 
974,2,Georgia,Habersham,,13137,,https://arcgis5.roktech.net/arcgis/rest/services/habersham,Y,Y,OK,Y,
975,2,Georgia,Hall,,13139,,https://webmap.hallcounty.org/server/rest/services,Y,N,OK,Y,
976,2,Georgia,Henry,,13151,,https://arcgis.co.henry.ga.us/server/rest/services,Y,Y,OK,Y,
977,2,Georgia,Houston,,13153,,https://wfs.schneidercorp.com/arcgis/rest/services/HoustonCountyGA_AdvGar_WFS/MapServer,Y,Y,OK,Y,
978,2,Georgia,Irwin,,13155,,https://www.sgrcmaps.com/alma/rest/services/Irwin,Y,Y,OK,Y,
979,2,Georgia,Jackson,,13157,,https://services8.arcgis.com/bcbi4lYRFOsss0F5/arcgis/rest/services,Y,Y,OK,Y,
980,2,Georgia,Jasper,,13159,,https://services.arcgis.com/yghUoIoA2Cd2cWki/ArcGIS/rest/services/Jasper_Parcels/FeatureServer,Y,Y,OK,Y,
981,2,Georgia,Lanier,,13173,,https://www.sgrcmaps.com/alma/rest/services/Lanier,Y,Y,OK,Y,
982,2,Georgia,Laurens,,13175,,https://services8.arcgis.com/XxLBcrikqFM0vkoy/arcgis/rest/services,Y,Y,OK,Y,
983,2,Georgia,Lee,,13177,,https://services7.arcgis.com/xWHrkwYCAX9v0Owj/arcgis/rest/services,Y,Y,OK,Y,
984,2,Georgia,Liberty,,13179,,https://maps.crc.ga.gov/crcarcgis/rest/services/Liberty,Y,Y,OK,Y,
985,2,Georgia,Long,,13183,,https://maps.crc.ga.gov/crcarcgis/rest/services/Long,Y,Y,OK,Y,
986,2,Georgia,Lowndes,,13185,,https://www.valorgis.com/publicservices/rest/services,Y,Y,OK,Y,
987,2,Georgia,McIntosh,,13191,,https://maps.crc.ga.gov/crcarcgis/rest/services/McIntosh,Y,Y,OK,Y, 
988,2,Georgia,McIntosh,,13191,,https://maps.crc.ga.gov/crcarcgis/rest/services/Sapelo,Y,Y,OK,Y, Barrier island 
989,2,Georgia,Newton,,13217,,https://gis.ncboc.com/arcgis/rest/services,Y,Y,OK,Y,
990,2,Georgia,Oglethorpe,,13221,,https://services1.arcgis.com/IX9GvidKl201KteW/arcgis/rest/services,Y,Y,OK,Y,
991,2,Georgia,Paulding,,13223,,https://arcgis4.roktech.net/arcgis/rest/services/Paulding,Y,Y,OK,Y, 
992,2,Georgia,Paulding,,13223,,https://arcgis5.roktech.net/arcgis/rest/services/Paulding,Y,Y,OK,Y,
993,2,Georgia,Pierce,,13229,,https://www.sgrcmaps.com/alma/rest/services/Pierce,Y,Y,OK,Y,
994,2,Georgia,Pulaski,,13235,,https://mgrcmaps.org/arcgis/rest/services/PulaskiCounty,Y,Y,OK,Y,
995,2,Georgia,Rockdale,,13247,,https://services.arcgis.com/Tbke9ca9DhtF4VIx/arcgis/rest/services,Y,Y,OK,Y,
996,2,Georgia,Sumter,,13261,,https://web4.kcsgis.com/kcsgis/rest/services/Americus_SumterCo_GA,Y,Y,OK,Y, 
997,2,Georgia,Sumter,,13261,,https://web2.kcsgis.com/kcsgis/rest/services/Imagery/GA_Sumter_Imagery_2014/MapServer,Y,Y,OK,Y,
998,2,Georgia,Thomas,,13275,,https://www.thomascountymaps.org/arcgis/rest/services,Y,Y,OK,Y,
999,2,Georgia,Tift,,13277,,https://www.sgrcmaps.com/alma/rest/services/Tift,Y,Y,OK,Y,
1000,2,Georgia,Troup,,13285,,https://services.arcgis.com/V4Y8xIvXuYJiVZwF/arcgis/rest/services,Y,Y,OK,Y,
1001,2,Georgia,Union,,13291,,https://services.arcgis.com/yghUoIoA2Cd2cWki/ArcGIS/rest/services,Y,Y,OK,Y,See beginning with Union 
1002,2,Georgia,Whitfield,,13313,,https://gis.whitfieldcountyga.com/server/rest/services,Y,Y,OK,Y,
1003,2,Georgia,,Alma,,,https://www.sgrcmaps.com/arcgis/rest/services/Alma,Y,Y,OK,Y,
1004,2,Georgia,,Alto See,,,https://arcgis5.roktech.net/arcgis/rest/services/habersham,Y,Y,OK,Y,
1005,2,Georgia,,Alpharetta,,,https://services3.arcgis.com/nJbIFHiSnaX0z0hS/ArcGIS/rest/services/AlphaMiltonStatus/FeatureServer,Y,Y,OK,Y, 
1006,2,Georgia,,Alpharetta,,,https://alphagis.alpharetta.ga.us/arcgis/rest/services,Y,Y,OK,Y,
1007,2,Georgia,,Atlanta,,,https://services3.arcgis.com/nJbIFHiSnaX0z0hS/ArcGIS/rest/services/ATL_Status_Service/FeatureServer,Y,Y,OK,Y,
1008,2,Georgia,,Augusta,,,https://gismap.augustaga.gov/arcgis/rest/services,Y,Y,OK,Y,
1009,2,Georgia,,Baldwin See,,,https://arcgis5.roktech.net/arcgis/rest/services/habersham,Y,Y,OK,Y,
1010,2,Georgia,,Bloomingdale,,,https://maps.crc.ga.gov/crcarcgis/rest/services/Bloomingdale,Y,Y,OK,Y,
1011,2,Georgia,,Brookhaven,,,https://maps.brookhavenga.gov/arcgis/rest/services,Y,Y,OK,Y,
1012,2,Georgia,,Brooks,,,https://www.sgrcmaps.com/arcgis/rest/services/Brooks,Y,Y,OK,Y,
1013,2,Georgia,,Bryan,,,https://maps.crc.ga.gov/crcarcgis/rest/services/Bryan,Y,Y,OK,Y,
1014,2,Georgia,,Canton,,,https://services6.arcgis.com/dpaY3zboICQILFY5/arcgis/rest/services,Y,Y,OK,Y,
1015,2,Georgia,,Clarkesville See,,,https://arcgis5.roktech.net/arcgis/rest/services/habersham,Y,Y,OK,Y,
1016,2,Georgia,,Columbus,,,https://gis.columbusga.org/arcgis/rest/services,Y,Y,OK,Y,
1017,2,Georgia,,Cornelia See,,,https://arcgis5.roktech.net/arcgis/rest/services/habersham,Y,Y,OK,Y,
1018,2,Georgia,,Dasher,,,https://www.sgrcmaps.com/alma/rest/services/Dasher,Y,Y,OK,Y,
1019,2,Georgia,,Decatur,,,https://services.arcgis.com/36QtML6Mf01B1N0W/arcgis/rest/services,Y,Y,OK,Y,
1020,2,Georgia,,Demorest See,,,https://arcgis5.roktech.net/arcgis/rest/services/habersham,Y,Y,OK,Y,
1021,2,Georgia,,Doraville,,,https://services5.arcgis.com/HPK9d3vzjakSFUjJ/arcgis/rest/services,Y,Y,OK,Y,
1022,2,Georgia,,Dunwoody,,,https://dungis.dunwoodyga.gov/arcgis/rest/services,Y,Y,X,Y,
1023,2,Georgia,,Fitzgerald,,,https://www.sgrcmaps.com/alma/rest/services/Fitzgerald,Y,Y,OK,Y,
1024,2,Georgia,,Hinesville,,,https://maps.crc.ga.gov/crcarcgis/rest/services/HinesvilleView,Y,Y,OK,Y,
1025,2,Georgia,,Johns Creek,,,https://services1.arcgis.com/bqfNVPUK3HOnCFmA/arcgis/rest/services,Y,Y,OK,Y,
1026,2,Georgia,,LaGrange,,,http://maps.lagrange-ga.org/arcgis/rest/services,N,Y,,Y, https version has SSL problem 
1027,2,Georgia,,Live Oak,,,https://www.sgrcmaps.com/arcgis/rest/services/LiveOak/boundaries/MapServer,Y,Y,OK,Y,
1028,2,Georgia,,Marietta,,,https://secure.mariettaga.gov/arcgis/rest/services,Y,Y,OK,Y, 
1029,2,Georgia,,Marietta,,,https://lucity.mariettaga.gov/arcgis/rest/services,Y,Y,OK,Y,
1030,2,Georgia,,Milton,,,https://services3.arcgis.com/nJbIFHiSnaX0z0hS/ArcGIS/rest/services/AlphaMiltonStatus/FeatureServer,Y,Y,OK,Y,
1031,2,Georgia,,Mt. Airy See,,,https://arcgis5.roktech.net/arcgis/rest/services/habersham,Y,Y,OK,Y,
1032,2,Georgia,,Norcross,,,https://services3.arcgis.com/ejWC2ajTUDNpZQe4/arcgis/rest/services,Y,Y,OK,Y,
1033,2,Georgia,,Patterson,,,https://www.sgrcmaps.com/arcgis/rest/services/Patterson,Y,Y,OK,Y,
1034,2,Georgia,,Pembroke,,,https://maps.crc.ga.gov/crcarcgis/rest/services/Bryan,Y,Y,OK,Y, Includes Pembroke 
1035,2,Georgia,,Pooler,,,https://pub.sagis.org/arcgis/rest/services/Pooler,Y,Y,OK,Y,
1036,2,Georgia,,Powder Springs,,,https://services6.arcgis.com/hpvhAmRP1z50gTbO/arcgis/rest/services,Y,Y,OK,Y,
1037,2,Georgia,,Rockdale,,,https://arcgis4.roktech.net/arcgis/rest/services/Rockdale,Y,Y,OK,Y,
1038,2,Georgia,,Roswell,,,https://gisweb.ci.roswell.ga.us/arcgis/rest/services,Y,Y,OK,Y,
